Емельяновой Христине
Филипповой Регин
Сергееву Сергею
Яицкому Тимофею
Халтурину Аиде
Феофанам Степану
Храмам Глебу
Плотникову Эрику
Коротковой Нине
Богданову Ингрид
Хайкине Лениной
Кулагиной Мелании
Зубковой Эльвире
Швецову Платону
Чичериной Монике
Ярыгину Лаврентию
Савину Юлию
Емельянову Георгию
Слепнёву Эдуарду
Кондратенко Алине
Чечельу Елене
Печёнкину Альберту
Шуркине Прасковье
Шильниковой Лейле
Стрельцовой Музе
Шумкинам Юлиану
Гончаренко Григорию
Черкасову Кузьме
Шустовой Эвелине
Турковам Лаврентию
Шелковникову Виссариону
Толстой Нонне
Зотовой Ксении
Куликовой Фаине
Янгировой Агате
Решетниковой Юдифи
Летову Флоре
Пчелинцевой Надежде
Шарыпову Ульяне
Соловьёвой Монике
Антонову Мстиславу
Сазонову Давиду
Чепелевой Эльзе
Басовой Татьяне
Евтушенко Юрию
Николаевой Тамаре
Малышеву Нелли
Юрченко Игорю
Лариной Стелле
Талдыкине Кассандре
Любченко Евгению
Скобелевой Софии
Марченко Анжелике
Хлебникову Жанне
Элькинам Вадиму
Жарову Александру
Чурикам Андрею
Игнатам Петру
Хлебникову Валентину
Коробову Егору
Хохловой Лиане
Софронам Филиппу
Вавиловой Рузанне
Романовой Эмме
Юсупам Якову
Старцевой Диане
Корневу Юдифи
Игнатам Якову
Третьяковой Тамаре
Клюеву Макару
Полякам Фёдору
Хуторской Мирославу
Васильеву Юлию
